dokumen,unesco,gempa,menteri,rusak,longsor,banjir,perintah,ekonomi,pemprov,presiden,camat,korban,preman,polisi,pemkab,bupati,gubernur,infrastruktur,kerjasama,perda,kabupaten,macet,sampah,tsunami,kampanye,label
94,0.04468441162989356,0.0,0.0,0.0,0.0,0.0,0.23460132485804336,0.17699258050738892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737302844516839,0.0,0.0,0.0,0.0,0.1915799396567358,0.0,0.9031842889148012,0.0,0.23185827634729034,0
95,0.13589143434499434,0.0,0.0,0.0,0.0,0.0,0.2853819430207539,0.5382587519062352,0.0,0.0,0.0,0.0,0.0,0.0,0.5169430443147719,0.0,0.0,0.4700394691624956,0.0,0.0,0.3495725490219683,0.0,0.0,0.0,0.0,0
96,0.26575571204393184,0.0,0.0,0.2454566832446511,0.0,0.0,0.4185798124667906,0.7017628376956823,0.0,0.0,0.1353038502536103,0.0,0.0,0.0,0.0,0.0,0.0,0.2298078506900242,0.2799939512650591,0.0,0.2278801999162883,0.0,0.0,0.0,0.0,0
97,0.7597819772088005,0.0,0.1584979785178787,0.0,0.0,0.0,0.099724854795449,0.1253940019424548,0.4867980280760818,0.0,0.09670669548267084,0.0,0.0,0.0,0.0,0.0,0.3033244407582168,0.16425222042500048,0.0,0.0,0.08143722835132927,0.0,0.0,0.0,0.0,0
98,0.7693692709409364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4381694927007893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40953591222232616,0.0,0.0,0.0,0.2199062463832536,0.0,0.0,0.0,0.0,0
99,0.7121211998169512,0.0,0.5942218900498857,0.0,0.0,0.0,0.3738766402930349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978273084456216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658837045115544,0.0,0.0,0.0,0.0,0
101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
102,0.3398761942047938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903483123526429,0.0,0.0,0.0,0.0,0.0,0.0,0.5608033666109816,0.5427491550296071,0.0,0.0,0.0,0.4371555430727993,0.0,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
104,0.36132933482363394,0.0,0.0,0.0,0.0,0.0,0.3794090044725604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3098326670834367,0.7934063508247304,0.0,0.0,0.0,1
105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
106,0.4122996678138344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396543138726505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535387066724806,0.0,0.0,0.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
108,0.1113705973228436,0.0,0.0,0.0,0.0,0.0,0.0,0.14704433972847591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09549805642006534,0.9781894874847916,0.0,0.0,0.0,1
109,0.3818469111168968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888184143565915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8384588106327648,0.0,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
112,0.0,0.0,0.0,0.0,0.7381331398344009,0.0,0.0,0.0,0.0,0.0,0.34229440179401555,0.0,0.0,0.0,0.0,0.0,0.0,0.5813725228961941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0.7178867007765243,0.0,0.0,0.0,0.6961599563664926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
115,0.8515212590456649,0.0,0.0,0.5243200791437282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
117,0.8277583694009379,0.0,0.0,0.0,0.0,0.0,0.4345882670051312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35489311076460395,0.0,0.0,0.0,0.0,1
118,0.9859031197986766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16731717894835654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
122,0.4150316144742977,0.0,0.4617582333770635,0.0,0.0,0.0,0.4357983603772243,0.36531515010140425,0.0,0.0,0.14086966054514885,0.0,0.0,0.0,0.0,0.4565410005482409,0.22092167864589007,0.0,0.0,0.0,0.11862709873739025,0.0,0.0,0.0,0.0,1
123,0.4122996678138344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396543138726505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535387066724806,0.0,0.0,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0.6193104432868657,0.0,0.0,0.0,0.6005670960466918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5057407814106646,0.0,0.0,0.0,0.0,1
126,0.36132933482363394,0.0,0.0,0.0,0.0,0.0,0.3794090044725604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3098326670834367,0.7934063508247304,0.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
128,0.4241984129817948,0.0,0.7079356232703014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4319431413645016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3637416423188067,0.0,0.0,0.0,0.0,1
129,0.358907602824384,0.0,0.5989731920869644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3654602956523096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6155121608041008,0.0,0.0,0.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
131,0.0,0.0,0.0,0.8596293037406261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5109182519253019,0.0,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0.7960075079762103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6052867479513354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
138,0.0,0.0,0.0,0.4439129205922285,0.0,0.0,0.2523364266651171,0.0,0.0,0.0,0.24469949866301946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824251055239376,0.0,0.0,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
140,0.4948998071742281,0.0,0.4129638309883013,0.0,0.0,0.0,0.2598314405406453,0.3267119739276009,0.0,0.0,0.2519676769520309,0.0,0.0,0.0,0.0,0.4082979077834427,0.0,0.0,0.0,0.0,0.4243666716700804,0.0,0.0,0.0,0.0,1
141,0.0,0.0,0.8894612414921098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4570106124405808,0.0,0.0,0.0,0.0,1
142,0.0,0.0,0.0,0.4439129205922285,0.0,0.0,0.2523364266651171,0.0,0.0,0.0,0.24469949866301946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824251055239376,0.0,0.0,0.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9627883802445936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27025642428255425,0.0,0.0,0.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
145,0.0839083733382208,0.0,0.9802301784079958,0.0,0.0,0.0,0.08810685800173225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13845070368938964,0.0,0.0,0.0,0.0,0.07194974942929329,0.0,0.0,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
147,0.2535021100577577,0.0,0.4230642284175098,0.2341390393897217,0.0,0.0,0.1330932392406688,0.1673513983460184,0.0,0.0,0.3871955707867421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521189449686766,0.0,0.28466193946424817,0.0,0.0,1
148,0.046140884153573695,0.7472727913618024,0.0,0.0,0.0,0.0,0.04844961434071219,0.06092053026511603,0.0,0.0,0.5637995193768587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13809953802474556,0.19782441973425044,0.0,0.0,0.2394156145010224,0.0,1
149,0.3550533873179155,0.0,0.5925409745838146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7230714249597596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
150,0.4008191782313221,0.0,0.6689185203813076,0.0,0.0,0.0,0.2104373915011408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3306803306425898,0.0,0.34660174622871337,0.0,0.0,0.34369441681289986,0.0,0.0,0.0,0.0,1
151,0.0,0.0,0.0,0.0,0.9865899358846412,0.16321856025323606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
152,0.0,0.0,0.0,0.1417751696160883,0.6741093772533451,0.7248974746675814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,0.0,0.0,0.0,0.0,0.9596531970124156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22677147384837354,0.16625414314382111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155,0.0,0.0,0.0,0.0,0.7959811597979192,0.5135707219841563,0.0,0.0,0.0,0.0,0.2952962063114645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12433526171400007,0.0,0.0,0.0,0.0,0
156,0.0,0.0,0.0,0.0,0.7434995390323537,0.6662629691453749,0.0,0.0,0.0,0.0,0.057463826919784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
157,0.0,0.0,0.0,0.0,0.9722046638092984,0.0,0.0,0.0,0.0,0.0,0.2254201822550702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06327584925973047,0.0,0.0,0.0,0.0,0
158,0.0,0.0,0.9564806443503712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2917957795841108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.10345881292022976,0.0,0.16834167109080106,0.0,0.8026211669375617,0.2326492988925148,0.0,0.0,0.0,0.4877240810718653,0.15734084865255568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,0.0,0.0,0.0,0.9334566211014592,0.15851351707265549,0.0,0.0,0.0,0.0,0.0,0.2205223688296512,0.0,0.0,0.0,0.0,0.11911424896738725,0.0,0.12484929663821025,0.0,0.0,0.0,0.15851351707265549,0.0,0.0,0.0,0
161,0.21940045981355052,0.0,0.0,0.0,0.0,0.0,0.2303784996568633,0.0,0.0,0.0,0.6702183760839407,0.0,0.0,0.0,0.0,0.3620156945305147,0.0,0.0,0.0,0.0,0.5643944989122852,0.0,0.0,0.0,0.0,0
162,0.8385937842989423,0.0,0.0,0.0,0.0,0.0,0.1761108231154487,0.0,0.2865564510515869,0.0,0.17078085274891205,0.0,0.0,0.0,0.0,0.0,0.2678305074624211,0.0,0.0,0.0,0.28763094910713993,0.0,0.0,0.0,0.0,0
163,0.16056086728037566,0.0,0.2679565839295845,0.0,0.0,0.0,0.3371895550181809,0.0,0.8229804435784084,0.0,0.1634922792515744,0.0,0.0,0.0,0.0,0.0,0.2564000554705977,0.0,0.0,0.0,0.13767772761375754,0.0,0.0,0.0,0.0,0
164,0.8684558487146143,0.0,0.0,0.0,0.0,0.0,0.0911910374368066,0.0,0.2967606373456489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773678687165487,0.15019656245755073,0.0,0.0,0.22340504845763115,0.0,0.0,0.0,0.0,0
165,0.7048920377067802,0.0,0.4411421950030124,0.0,0.0,0.0,0.18504059905453252,0.11633499635005705,0.4516296309406814,0.0,0.08972018511033372,0.0,0.0,0.0,0.0,0.0,0.14070548495885832,0.1523859288931561,0.0,0.0,0.07555385039356519,0.0,0.0,0.0,0.0,0
166,0.5051307381191489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8630428363686264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
167,0.4021159161192861,0.0,0.0,0.7428027664309089,0.0,0.0,0.0,0.0,0.0,0.0,0.4094574771751517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34480634357780565,0.0,0.0,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
169,0.21622595592301166,0.0,0.0,0.0,0.0,0.0,0.2270451545760065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9495771868409314,0.0,0.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2845982527682473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586468768640832,0.0,0.0,0.0,0.0,1
171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
173,0.4067671589791978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9135318704763356,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921635356216442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3880570449969851,0.0,0.0,0.0,0.0,1
177,0.8180393823340849,0.0,0.0,0.5037037761908565,0.0,0.0,0.0,0.0,0.0,0.0,0.2776581977927906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179,0.9690928006365164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2466964607660049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180,0.43869790768024297,0.0,0.0,0.0,0.0,0.0,0.0,0.579219701840225,0.0,0.0,0.44670735805315387,0.0,0.0,0.0,0.0,0.3619307085156301,0.0,0.0,0.0,0.0,0.3761746685937841,0.0,0.0,0.0,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07689677239063124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06475518557841924,0.9949339939597036,0.0,0.0,0.0,0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.05176801282682141,0.0,0.0,0.0,0.050201260883810106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042274751770957616,0.0,0.996500251689051,0.0,0.0,0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.6193104432868657,0.0,0.0,0.0,0.6005670960466918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5057407814106646,0.0,0.0,0.0,0.0,0
184,0.8057555037040144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3441690748842899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32167825097239555,0.3483818636742365,0.0,0.0,0.0863649006147077,0.0,0.0,0.0,0.0,0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.10849874079697516,0.6821314175967435,0.0,0.0,0.3156451230145631,0.0,0.0,0.0,0.196535452727746,0.0,0.0,0.0,0.0,0.0,0.6202150631121025,0.0,0.0,0.0,0.0,0
186,0.8273488115080698,0.0,0.0,0.0,0.0,0.0,0.2171866208143951,0.0,0.17669620235566408,0.0,0.10530674847854736,0.0,0.0,0.0,0.0,0.0,0.16514942647401998,0.35771809132777005,0.0,0.0,0.26603813768986234,0.0,0.0,0.0,0.0,0
187,0.11568110635277536,0.0,0.0,0.2136902380087324,0.0,0.2731499357629167,0.24293877727372426,0.30547114429841393,0.0,0.0,0.8245519375311351,0.0,0.0,0.0,0.0,0.0,0.184731451618018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,0.9141673024672434,0.0,0.0,0.0,0.0,0.0,0.19198181421929564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14598360798133048,0.3162044139489516,0.0,0.0,0.07838801508384217,0.0,0.0,0.0,0.0,0
189,0.7591301372411011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6509388870948692,0.0,0.0,0.0,0.0,0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,0
191,0.28834188349965856,0.0,0.0,0.0,0.0,0.0,0.6055390272685537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7417421685966917,0.0,0.0,0.0,0.0,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39002830383183823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3284449322159572,0.0,0.8602336012454492,0.0,0.0,1
194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195,0.0,0.0,0.776180243549454,0.0,0.0,0.0,0.4883624561453586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988061445755103,0.0,0.0,0.0,0.0,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649111548483346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441357971643767,0.0,0.0,0.0,0.0,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0.774550149897345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6325125020851369,0.0,0.0,0.0,0.0,1
